"Start Date","End Date","Area","Pollster","Client","Party","Voting Intention"
"2024-06-14","2024-06-17","Great Britain","Focaldata","NA","Reform UK","16"
"2024-06-14","2024-06-17","Great Britain","Verian","NA","Liberal Democrats","13"
"2024-06-14","2024-06-17","Great Britain","Verian","NA","Reform UK","13"
"2024-06-14","2024-06-17","Great Britain","Redfield &amp; Wilton","NA","Liberal Democrats","12"
"2024-05-22","2024-06-17","Great Britain","More in Common","News Agents","Liberal Democrats","11"
"2024-06-14","2024-06-17","Great Britain","Deltapoll","NA","Liberal Democrats","10"
"2024-06-14","2024-06-17","Great Britain","Focaldata","NA","Liberal Democrats","10"
"2024-06-13","2024-06-17","Great Britain","Lord Ashcroft","NA","Liberal Democrats","9"
"2024-05-22","2024-06-17","Great Britain","More in Common","News Agents","Reform UK","8"
"2024-06-13","2024-06-17","Great Britain","Lord Ashcroft","NA","Green Party","7"
"2024-06-14","2024-06-17","Great Britain","Verian","NA","Green Party","7"
"2024-05-22","2024-06-17","Great Britain","More in Common","News Agents","Green Party","5"
"2024-06-14","2024-06-17","Great Britain","Deltapoll","NA","Green Party","5"
"2024-06-14","2024-06-17","Great Britain","Focaldata","NA","Green Party","5"
"2024-06-14","2024-06-17","Great Britain","Redfield &amp; Wilton","NA","Green Party","5"
"2024-05-22","2024-06-17","Great Britain","More in Common","News Agents","SNP","3"
"2024-06-14","2024-06-17","Great Britain","Redfield &amp; Wilton","NA","SNP","3"
"2024-06-14","2024-06-17","Great Britain","Verian","NA","SNP","3"
"2024-06-14","2024-06-17","Great Britain","Deltapoll","NA","SNP","2"
"2024-06-14","2024-06-17","Great Britain","Focaldata","NA","SNP","2"
"2024-06-14","2024-06-17","Great Britain","Deltapoll","NA","Plaid Cymru","1"
"2024-05-22","2024-06-17","Great Britain","More in Common","News Agents","Plaid Cymru","0"
"2024-06-14","2024-06-17","Great Britain","Redfield &amp; Wilton","NA","Plaid Cymru","0"
"2024-06-14","2024-06-16","Great Britain","More in Common","NA","Labour","41"
"2024-06-14","2024-06-16","Great Britain","JL Partners","Rest is Politics","Labour","40"
"2024-06-14","2024-06-16","Great Britain","More in Common","NA","Conservative","25"
"2024-06-14","2024-06-16","Great Britain","JL Partners","Rest is Politics","Conservative","23"
"2024-06-14","2024-06-16","Great Britain","JL Partners","Rest is Politics","Reform UK","18"
"2024-06-14","2024-06-16","Great Britain","More in Common","NA","Reform UK","14"
"2024-06-14","2024-06-16","Great Britain","More in Common","NA","Liberal Democrats","11"
"2024-06-14","2024-06-16","Great Britain","JL Partners","Rest is Politics","Liberal Democrats","9"
"2024-06-14","2024-06-16","Great Britain","JL Partners","Rest is Politics","Green Party","5"
"2024-06-14","2024-06-16","Great Britain","More in Common","NA","Green Party","5"
"2024-06-14","2024-06-16","Great Britain","JL Partners","Rest is Politics","SNP","3"
"2024-06-14","2024-06-16","Great Britain","More in Common","NA","SNP","2"
"2024-06-14","2024-06-16","Great Britain","JL Partners","Rest is Politics","Plaid Cymru","0"
"2024-06-14","2024-06-16","Great Britain","More in Common","NA","Plaid Cymru","0"
"2024-06-12","2024-06-14","Great Britain","Savanta ComRes","Telegraph","Labour","46"
"2024-06-12","2024-06-14","United Kingdom","Savanta ComRes","Telegraph","Labour","46"
"2024-06-12","2024-06-14","Great Britain","Opinium","Observer","Labour","40"
"2024-06-11","2024-06-14","Scotland","Norstat","NA","Labour","34"
"2024-06-11","2024-06-14","Scotland","Norstat","NA","SNP","30"
"2024-06-12","2024-06-14","Great Britain","Opinium","Observer","Conservative","23"
"2024-06-12","2024-06-14","Great Britain","Savanta ComRes","Telegraph","Conservative","21"
"2024-06-12","2024-06-14","United Kingdom","Savanta ComRes","Telegraph","Conservative","21"
"2024-06-11","2024-06-14","Scotland","Norstat","NA","Conservative","14"
"2024-06-12","2024-06-14","Great Britain","Opinium","Observer","Reform UK","14"
"2024-06-12","2024-06-14","Great Britain","Savanta ComRes","Telegraph","Reform UK","13"
"2024-06-12","2024-06-14","United Kingdom","Savanta ComRes","Telegraph","Reform UK","13"
"2024-06-12","2024-06-14","Great Britain","Opinium","Observer","Liberal Democrats","12"
"2024-06-12","2024-06-14","Great Britain","Savanta ComRes","Telegraph","Liberal Democrats","11"
"2024-06-12","2024-06-14","United Kingdom","Savanta ComRes","Telegraph","Liberal Democrats","11"
"2024-06-11","2024-06-14","Scotland","Norstat","NA","Liberal Democrats","9"
"2024-06-11","2024-06-14","Scotland","Norstat","NA","Reform UK","7"
"2024-06-12","2024-06-14","Great Britain","Opinium","Observer","Green Party","7"
"2024-06-12","2024-06-14","Great Britain","Savanta ComRes","Telegraph","Green Party","5"
"2024-06-12","2024-06-14","United Kingdom","Savanta ComRes","Telegraph","Green Party","5"
"2024-06-11","2024-06-14","Scotland","Norstat","NA","Green Party","4"
"2024-06-12","2024-06-14","Great Britain","Opinium","Observer","SNP","2"
"2024-06-12","2024-06-14","Great Britain","Savanta ComRes","Telegraph","SNP","2"
"2024-06-12","2024-06-14","United Kingdom","Savanta ComRes","Telegraph","SNP","2"
"2024-06-12","2024-06-14","Great Britain","Opinium","Observer","Plaid Cymru","1"
"2024-06-12","2024-06-13","Great Britain","Omnisis","NA","Labour","43"
"2024-06-12","2024-06-13","Great Britain","Techne","NA","Labour","43"
"2024-06-12","2024-06-13","Great Britain","Redfield &amp; Wilton","NA","Labour","42"
"2024-06-12","2024-06-13","Great Britain","Whitestone Insight","Daily Express","Labour","41"
"2024-05-31","2024-06-13","Great Britain","Survation","Best for Britain","Labour","40"
"2024-06-12","2024-06-13","Great Britain","YouGov","Times","Labour","37"
"2024-05-31","2024-06-13","Great Britain","Survation","Best for Britain","Conservative","24"
"2024-06-12","2024-06-13","Great Britain","Omnisis","NA","Conservative","20"
"2024-06-12","2024-06-13","Great Britain","Techne","NA","Conservative","19"
"2024-06-12","2024-06-13","Great Britain","Whitestone Insight","Daily Express","Conservative","19"
"2024-06-12","2024-06-13","Great Britain","YouGov","Times","Reform UK","19"
"2024-06-12","2024-06-13","Great Britain","Redfield &amp; Wilton","NA","Conservative","18"
"2024-06-12","2024-06-13","Great Britain","YouGov","Times","Conservative","18"
"2024-06-12","2024-06-13","Great Britain","Redfield &amp; Wilton","NA","Reform UK","17"
"2024-06-12","2024-06-13","Great Britain","Whitestone Insight","Daily Express","Reform UK","17"
"2024-06-12","2024-06-13","Great Britain","Techne","NA","Reform UK","16"
"2024-06-12","2024-06-13","Great Britain","Omnisis","NA","Reform UK","14"
"2024-06-12","2024-06-13","Great Britain","YouGov","Times","Liberal Democrats","14"
"2024-06-12","2024-06-13","Great Britain","Redfield &amp; Wilton","NA","Liberal Democrats","13"
"2024-05-31","2024-06-13","Great Britain","Survation","Best for Britain","Reform UK","12"
"2024-05-31","2024-06-13","Great Britain","Survation","Best for Britain","Liberal Democrats","11"
"2024-06-12","2024-06-13","Great Britain","Omnisis","NA","Liberal Democrats","11"
"2024-06-12","2024-06-13","Great Britain","Techne","NA","Liberal Democrats","11"
"2024-06-12","2024-06-13","Great Britain","Whitestone Insight","Daily Express","Liberal Democrats","11"
"2024-06-12","2024-06-13","Great Britain","YouGov","Times","Green Party","7"
"2024-05-31","2024-06-13","Great Britain","Survation","Best for Britain","Green Party","6"
"2024-06-12","2024-06-13","Great Britain","Omnisis","NA","Green Party","6"
"2024-06-12","2024-06-13","Great Britain","Techne","NA","Green Party","6"
"2024-06-12","2024-06-13","Great Britain","Whitestone Insight","Daily Express","Green Party","6"
"2024-06-12","2024-06-13","Great Britain","Redfield &amp; Wilton","NA","Green Party","5"
"2024-05-31","2024-06-13","Great Britain","Survation","Best for Britain","SNP","4"
"2024-06-12","2024-06-13","Great Britain","Redfield &amp; Wilton","NA","SNP","3"
"2024-06-12","2024-06-13","Great Britain","Whitestone Insight","Daily Express","SNP","3"
"2024-06-12","2024-06-13","Great Britain","YouGov","Times","SNP","3"
"2024-06-12","2024-06-13","Great Britain","Omnisis","NA","SNP","2"
"2024-06-12","2024-06-13","Great Britain","Techne","NA","SNP","2"
"2024-05-31","2024-06-13","Great Britain","Survation","Best for Britain","Plaid Cymru","1"
"2024-06-12","2024-06-13","Great Britain","Whitestone Insight","Daily Express","Plaid Cymru","1"
"2024-06-12","2024-06-13","Great Britain","YouGov","Times","Plaid Cymru","1"
"2024-06-10","2024-06-12","Great Britain","Norstat","NA","Labour","41"
"2024-06-11","2024-06-12","Great Britain","BMG","i","Labour","41"
"2024-06-11","2024-06-12","Great Britain","More in Common","News Agents","Labour","41"
"2024-06-11","2024-06-12","Great Britain","PeoplePolling","GB News","Labour","39"
"2024-06-11","2024-06-12","Great Britain","More in Common","News Agents","Conservative","25"
"2024-06-10","2024-06-12","Great Britain","Norstat","NA","Conservative","21"
"2024-06-11","2024-06-12","Great Britain","BMG","i","Conservative","21"
"2024-06-11","2024-06-12","Great Britain","PeoplePolling","GB News","Conservative","19"
"2024-06-10","2024-06-12","Great Britain","Norstat","NA","Reform UK","17"
"2024-06-11","2024-06-12","Great Britain","PeoplePolling","GB News","Reform UK","17"
"2024-06-11","2024-06-12","Great Britain","BMG","i","Reform UK","14"
"2024-06-11","2024-06-12","Great Britain","More in Common","News Agents","Reform UK","13"
"2024-06-11","2024-06-12","Great Britain","BMG","i","Liberal Democrats","12"
"2024-06-10","2024-06-12","Great Britain","Norstat","NA","Liberal Democrats","11"
"2024-06-11","2024-06-12","Great Britain","More in Common","News Agents","Liberal Democrats","10"
"2024-06-11","2024-06-12","Great Britain","PeoplePolling","GB News","Liberal Democrats","10"
"2024-06-10","2024-06-12","Great Britain","Norstat","NA","Green Party","6"
"2024-06-11","2024-06-12","Great Britain","BMG","i","Green Party","6"
"2024-06-11","2024-06-12","Great Britain","More in Common","News Agents","Green Party","5"
"2024-06-10","2024-06-12","Great Britain","Norstat","NA","SNP","3"
"2024-06-11","2024-06-12","Great Britain","BMG","i","SNP","3"
"2024-06-11","2024-06-12","Great Britain","More in Common","News Agents","SNP","3"
"2024-06-10","2024-06-12","Great Britain","Norstat","NA","Plaid Cymru","1"
"2024-06-07","2024-06-11","Great Britain","Focaldata","NA","Labour","42"
"2024-06-05","2024-06-11","Great Britain","Survation","Good Morning Britain","Labour","41"
"2024-06-10","2024-06-11","Great Britain","YouGov","Sky News","Labour","38"
"2024-06-07","2024-06-11","Great Britain","Focaldata","NA","Conservative","24"
"2024-06-05","2024-06-11","Great Britain","Survation","Good Morning Britain","Conservative","23"
"2024-06-10","2024-06-11","Great Britain","YouGov","Sky News","Conservative","18"
"2024-06-10","2024-06-11","Great Britain","YouGov","Sky News","Reform UK","17"
"2024-06-07","2024-06-11","Great Britain","Focaldata","NA","Reform UK","15"
"2024-06-10","2024-06-11","Great Britain","YouGov","Sky News","Liberal Democrats","15"
"2024-06-05","2024-06-11","Great Britain","Survation","Good Morning Britain","Reform UK","12"
"2024-06-05","2024-06-11","Great Britain","Survation","Good Morning Britain","Liberal Democrats","10"
"2024-06-07","2024-06-11","Great Britain","Focaldata","NA","Liberal Democrats","9"
"2024-06-10","2024-06-11","Great Britain","YouGov","Sky News","Green Party","8"
"2024-06-05","2024-06-11","Great Britain","Survation","Good Morning Britain","Green Party","6"
"2024-06-07","2024-06-11","Great Britain","Focaldata","NA","Green Party","5"
"2024-06-05","2024-06-11","Great Britain","Survation","Good Morning Britain","SNP","3"
"2024-06-07","2024-06-11","Great Britain","Focaldata","NA","SNP","3"
"2024-06-10","2024-06-11","Great Britain","YouGov","Sky News","SNP","2"
"2024-06-10","2024-06-11","Great Britain","YouGov","Sky News","Plaid Cymru","1"
"2024-06-05","2024-06-11","Great Britain","Survation","Good Morning Britain","Plaid Cymru","0"
"2024-06-07","2024-06-10","Great Britain","Redfield &amp; Wilton","NA","Labour","45"
"2024-06-06","2024-06-10","Great Britain","Lord Ashcroft","NA","Labour","44"
"2024-06-07","2024-06-10","Great Britain","Verian","NA","Labour","41"
"2024-06-05","2024-06-10","Scotland","Opinium","NA","Labour","35"
"2024-06-05","2024-06-10","Scotland","Opinium","NA","SNP","34"
"2024-06-08","2024-06-10","Northern Ireland","Lucid Talk","Belfast Telegraph","Sinn Féin","24"
"2024-06-06","2024-06-10","Great Britain","Lord Ashcroft","NA","Conservative","21"
"2024-06-08","2024-06-10","Northern Ireland","Lucid Talk","Belfast Telegraph","DUP","21"
"2024-06-07","2024-06-10","Great Britain","Verian","NA","Conservative","20"
"2024-06-07","2024-06-10","Great Britain","Redfield &amp; Wilton","NA","Conservative","19"
"2024-06-07","2024-06-10","Great Britain","Redfield &amp; Wilton","NA","Reform UK","17"
"2024-06-08","2024-06-10","Northern Ireland","Lucid Talk","Belfast Telegraph","Alliance","17"
"2024-06-06","2024-06-10","Great Britain","Lord Ashcroft","NA","Reform UK","15"
"2024-06-07","2024-06-10","Great Britain","Verian","NA","Reform UK","15"
"2024-06-05","2024-06-10","Scotland","Opinium","NA","Conservative","14"
"2024-06-08","2024-06-10","Northern Ireland","Lucid Talk","Belfast Telegraph","SDLP","13"
"2024-06-08","2024-06-10","Northern Ireland","Lucid Talk","Belfast Telegraph","Ulster Unionist Party","12"
"2024-06-07","2024-06-10","Great Britain","Verian","NA","Liberal Democrats","11"
"2024-06-07","2024-06-10","Great Britain","Redfield &amp; Wilton","NA","Liberal Democrats","10"
"2024-06-05","2024-06-10","Scotland","Opinium","NA","Liberal Democrats","8"
"2024-06-06","2024-06-10","Great Britain","Lord Ashcroft","NA","Green Party","8"
"2024-06-07","2024-06-10","Great Britain","Verian","NA","Green Party","8"
"2024-06-06","2024-06-10","Great Britain","Lord Ashcroft","NA","Liberal Democrats","7"
"2024-06-05","2024-06-10","Scotland","Opinium","NA","Reform UK","5"
"2024-06-07","2024-06-10","Great Britain","Redfield &amp; Wilton","NA","Green Party","5"
"2024-06-08","2024-06-10","Northern Ireland","Lucid Talk","Belfast Telegraph","Traditional Unionist Voice – TUV","5"
"2024-06-05","2024-06-10","Scotland","Opinium","NA","Green Party","4"
"2024-06-07","2024-06-10","Great Britain","Redfield &amp; Wilton","NA","SNP","3"
"2024-06-07","2024-06-10","Great Britain","Verian","NA","SNP","3"
"2024-06-06","2024-06-10","Great Britain","Lord Ashcroft","NA","SNP","2"
"2024-06-06","2024-06-10","Great Britain","Lord Ashcroft","NA","Plaid Cymru","0"
"2024-06-07","2024-06-10","Great Britain","Redfield &amp; Wilton","NA","Plaid Cymru","0"
"2024-06-07","2024-06-09","Great Britain","Savanta ComRes","Telegraph","Labour","44"
"2024-06-07","2024-06-09","United Kingdom","Savanta ComRes","Telegraph","Labour","44"
"2024-06-07","2024-06-09","Great Britain","JL Partners","Rest is Politics","Labour","41"
"2024-06-03","2024-06-09","Scotland","Ipsos-MORI","STV News","Labour","36"
"2024-06-03","2024-06-09","Scotland","Ipsos-MORI","STV News","SNP","36"
"2024-06-07","2024-06-09","Great Britain","Savanta ComRes","Telegraph","Conservative","25"
"2024-06-07","2024-06-09","United Kingdom","Savanta ComRes","Telegraph","Conservative","25"
"2024-06-07","2024-06-09","Great Britain","JL Partners","Rest is Politics","Conservative","24"
"2024-06-07","2024-06-09","Great Britain","JL Partners","Rest is Politics","Reform UK","15"
"2024-06-03","2024-06-09","Scotland","Ipsos-MORI","STV News","Conservative","13"
"2024-06-07","2024-06-09","Great Britain","JL Partners","Rest is Politics","Liberal Democrats","11"
"2024-06-07","2024-06-09","Great Britain","Savanta ComRes","Telegraph","Reform UK","10"
"2024-06-07","2024-06-09","United Kingdom","Savanta ComRes","Telegraph","Reform UK","10"
"2024-06-07","2024-06-09","Great Britain","Savanta ComRes","Telegraph","Liberal Democrats","9"
"2024-06-07","2024-06-09","United Kingdom","Savanta ComRes","Telegraph","Liberal Democrats","9"
"2024-06-03","2024-06-09","Scotland","Ipsos-MORI","STV News","Liberal Democrats","5"
"2024-06-07","2024-06-09","Great Britain","JL Partners","Rest is Politics","Green Party","5"
"2024-06-03","2024-06-09","Scotland","Ipsos-MORI","STV News","Reform UK","4"
"2024-06-07","2024-06-09","Great Britain","Savanta ComRes","Telegraph","Green Party","4"
"2024-06-07","2024-06-09","United Kingdom","Savanta ComRes","Telegraph","Green Party","4"
"2024-06-03","2024-06-09","Scotland","Ipsos-MORI","STV News","Green Party","3"
"2024-06-07","2024-06-09","Great Britain","JL Partners","Rest is Politics","SNP","3"
"2024-06-07","2024-06-09","Great Britain","Savanta ComRes","Telegraph","SNP","3"
"2024-06-07","2024-06-09","United Kingdom","Savanta ComRes","Telegraph","SNP","3"
"2024-06-07","2024-06-09","Great Britain","JL Partners","Rest is Politics","Plaid Cymru","0"
"2024-06-06","2024-06-08","Great Britain","Deltapoll","Mail on Sunday","Labour","46"
"2024-06-06","2024-06-08","Great Britain","Deltapoll","Mail on Sunday","Conservative","21"
"2024-06-06","2024-06-08","Great Britain","Deltapoll","Mail on Sunday","Reform UK","12"
"2024-06-06","2024-06-08","Great Britain","Deltapoll","Mail on Sunday","Liberal Democrats","9"
"2024-06-06","2024-06-08","Great Britain","Deltapoll","Mail on Sunday","Green Party","5"
"2024-06-06","2024-06-08","Great Britain","Deltapoll","Mail on Sunday","SNP","4"
